HMDB	name	chemical_formula	average_molecular_weight	kegg_id
HMDB0122187	CL(8:0/a-15:0/20:0/i-20:0)	C72H140O17P2	1339.843	
HMDB0122188	CL(8:0/a-15:0/20:0/21:0)	C73H142O17P2	1353.87	
HMDB0122189	CL(8:0/a-15:0/20:0/a-21:0)	C73H142O17P2	1353.87	
HMDB0122190	CL(8:0/a-15:0/20:0/i-21:0)	C73H142O17P2	1353.87	
HMDB0122191	CL(8:0/a-15:0/20:0/22:0)	C74H144O17P2	1367.897	
HMDB0122192	CL(8:0/a-15:0/20:0/i-22:0)	C74H144O17P2	1367.897	
HMDB0122193	CL(8:0/a-15:0/20:0/23:0)	C75H146O17P2	1381.924	
HMDB0122194	CL(8:0/a-15:0/20:0/24:0)	C76H148O17P2	1395.951	
HMDB0122195	CL(8:0/a-15:0/20:0/i-24:0)	C76H148O17P2	1395.951	
HMDB0122196	CL(8:0/a-15:0/20:0/25:0)	C77H150O17P2	1409.978	
HMDB0122197	CL(8:0/a-15:0/20:0/a-25:0)	C77H150O17P2	1409.978	
HMDB0122198	CL(8:0/a-15:0/i-20:0/i-20:0)	C72H140O17P2	1339.843	
HMDB0122199	CL(8:0/a-15:0/i-20:0/21:0)	C73H142O17P2	1353.87	
HMDB0122200	CL(8:0/a-15:0/i-20:0/a-21:0)	C73H142O17P2	1353.87	
HMDB0122201	CL(8:0/a-15:0/i-20:0/i-21:0)	C73H142O17P2	1353.87	
HMDB0122202	CL(8:0/a-15:0/i-20:0/22:0)	C74H144O17P2	1367.897	
HMDB0122203	CL(8:0/a-15:0/i-20:0/i-22:0)	C74H144O17P2	1367.897	
HMDB0122204	CL(8:0/a-15:0/i-20:0/23:0)	C75H146O17P2	1381.924	
HMDB0122205	CL(8:0/a-15:0/i-20:0/24:0)	C76H148O17P2	1395.951	
HMDB0122206	CL(8:0/a-15:0/i-20:0/i-24:0)	C76H148O17P2	1395.951	
HMDB0122207	CL(8:0/a-15:0/i-20:0/25:0)	C77H150O17P2	1409.978	
HMDB0122208	CL(8:0/a-15:0/i-20:0/a-25:0)	C77H150O17P2	1409.978	
HMDB0122209	CL(8:0/a-15:0/21:0/21:0)	C74H144O17P2	1367.897	
HMDB0122210	CL(8:0/a-15:0/21:0/a-21:0)	C74H144O17P2	1367.897	
HMDB0122211	CL(8:0/a-15:0/21:0/i-21:0)	C74H144O17P2	1367.897	
HMDB0122212	CL(8:0/a-15:0/21:0/22:0)	C75H146O17P2	1381.924	
HMDB0122213	CL(8:0/a-15:0/21:0/i-22:0)	C75H146O17P2	1381.924	
HMDB0122214	CL(8:0/a-15:0/21:0/23:0)	C76H148O17P2	1395.951	
HMDB0122215	CL(8:0/a-15:0/21:0/24:0)	C77H150O17P2	1409.978	
HMDB0122216	CL(8:0/a-15:0/21:0/i-24:0)	C77H150O17P2	1409.978	
HMDB0122217	CL(8:0/a-15:0/21:0/25:0)	C78H152O17P2	1424.005	
HMDB0122218	CL(8:0/a-15:0/21:0/a-25:0)	C78H152O17P2	1424.005	
HMDB0122219	CL(8:0/a-15:0/a-21:0/a-21:0)	C74H144O17P2	1367.897	
HMDB0122220	CL(8:0/a-15:0/a-21:0/i-21:0)	C74H144O17P2	1367.897	
HMDB0122221	CL(8:0/a-15:0/a-21:0/22:0)	C75H146O17P2	1381.924	
HMDB0122222	CL(8:0/a-15:0/a-21:0/i-22:0)	C75H146O17P2	1381.924	
HMDB0122223	CL(8:0/a-15:0/a-21:0/23:0)	C76H148O17P2	1395.951	
HMDB0122224	CL(8:0/a-15:0/a-21:0/24:0)	C77H150O17P2	1409.978	
HMDB0122225	CL(8:0/a-15:0/a-21:0/i-24:0)	C77H150O17P2	1409.978	
HMDB0122226	CL(8:0/a-15:0/a-21:0/25:0)	C78H152O17P2	1424.005	
HMDB0122227	CL(8:0/a-15:0/a-21:0/a-25:0)	C78H152O17P2	1424.005	
HMDB0122228	CL(8:0/a-15:0/i-21:0/i-21:0)	C74H144O17P2	1367.897	
HMDB0122229	CL(8:0/a-15:0/i-21:0/22:0)	C75H146O17P2	1381.924	
HMDB0122230	CL(8:0/a-15:0/i-21:0/i-22:0)	C75H146O17P2	1381.924	
HMDB0122231	CL(8:0/a-15:0/i-21:0/23:0)	C76H148O17P2	1395.951	
HMDB0122232	CL(8:0/a-15:0/i-21:0/24:0)	C77H150O17P2	1409.978	
HMDB0122233	CL(8:0/a-15:0/i-21:0/i-24:0)	C77H150O17P2	1409.978	
HMDB0122234	CL(8:0/a-15:0/i-21:0/25:0)	C78H152O17P2	1424.005	
HMDB0122235	CL(8:0/a-15:0/i-21:0/a-25:0)	C78H152O17P2	1424.005	
HMDB0122236	CL(8:0/a-15:0/22:0/22:0)	C76H148O17P2	1395.951	
HMDB0122237	CL(8:0/a-15:0/22:0/i-22:0)	C76H148O17P2	1395.951	
HMDB0122238	CL(8:0/a-15:0/22:0/23:0)	C77H150O17P2	1409.978	
HMDB0122239	CL(8:0/a-15:0/22:0/24:0)	C78H152O17P2	1424.005	
HMDB0122240	CL(8:0/a-15:0/22:0/i-24:0)	C78H152O17P2	1424.005	
HMDB0122241	CL(8:0/a-15:0/22:0/25:0)	C79H154O17P2	1438.032	
HMDB0122242	CL(8:0/a-15:0/22:0/a-25:0)	C79H154O17P2	1438.032	
HMDB0122243	CL(8:0/a-15:0/i-22:0/i-22:0)	C76H148O17P2	1395.951	
HMDB0122244	CL(8:0/a-15:0/i-22:0/23:0)	C77H150O17P2	1409.978	
HMDB0122245	CL(8:0/a-15:0/i-22:0/24:0)	C78H152O17P2	1424.005	
HMDB0122246	CL(8:0/a-15:0/i-22:0/i-24:0)	C78H152O17P2	1424.005	
HMDB0122247	CL(8:0/a-15:0/i-22:0/25:0)	C79H154O17P2	1438.032	
HMDB0122248	CL(8:0/a-15:0/i-22:0/a-25:0)	C79H154O17P2	1438.032	
HMDB0122249	CL(8:0/a-15:0/23:0/23:0)	C78H152O17P2	1424.005	
HMDB0122250	CL(8:0/a-15:0/23:0/24:0)	C79H154O17P2	1438.032	
HMDB0122251	CL(8:0/a-15:0/23:0/i-24:0)	C79H154O17P2	1438.032	
HMDB0122252	CL(8:0/a-15:0/23:0/25:0)	C80H156O17P2	1452.059	
HMDB0122253	CL(8:0/a-15:0/23:0/a-25:0)	C80H156O17P2	1452.059	
HMDB0122254	CL(8:0/a-15:0/24:0/24:0)	C80H156O17P2	1452.059	
HMDB0122255	CL(8:0/a-15:0/24:0/i-24:0)	C80H156O17P2	1452.059	
HMDB0122256	CL(8:0/a-15:0/24:0/25:0)	C81H158O17P2	1466.086	
HMDB0122257	CL(8:0/a-15:0/24:0/a-25:0)	C81H158O17P2	1466.086	
HMDB0122258	CL(8:0/a-15:0/i-24:0/i-24:0)	C80H156O17P2	1452.059	
HMDB0122259	CL(8:0/a-15:0/i-24:0/25:0)	C81H158O17P2	1466.086	
HMDB0122260	CL(8:0/a-15:0/i-24:0/a-25:0)	C81H158O17P2	1466.086	
HMDB0122261	CL(8:0/a-15:0/25:0/25:0)	C82H160O17P2	1480.113	
HMDB0122262	CL(8:0/a-15:0/25:0/a-25:0)	C82H160O17P2	1480.113	
HMDB0122263	CL(8:0/a-15:0/a-25:0/a-25:0)	C82H160O17P2	1480.113	
HMDB0122264	CL(8:0/i-15:0/i-15:0/i-15:0)	C62H120O17P2	1199.573	
HMDB0122265	CL(8:0/i-15:0/i-15:0/16:0)	C63H122O17P2	1213.6	
HMDB0122266	CL(8:0/i-15:0/i-15:0/i-16:0)	C63H122O17P2	1213.6	
HMDB0122267	CL(8:0/i-15:0/i-15:0/17:0)	C64H124O17P2	1227.627	
HMDB0122268	CL(8:0/i-15:0/i-15:0/a-17:0)	C64H124O17P2	1227.627	
HMDB0122269	CL(8:0/i-15:0/i-15:0/i-17:0)	C64H124O17P2	1227.627	
HMDB0122270	CL(8:0/i-15:0/i-15:0/18:0)	C65H126O17P2	1241.654	
HMDB0122271	CL(8:0/i-15:0/i-15:0/i-18:0)	C65H126O17P2	1241.654	
HMDB0122272	CL(8:0/i-15:0/i-15:0/18:2(9Z,11Z))	C65H122O17P2	1237.622	
HMDB0122273	CL(8:0/i-15:0/i-15:0/19:0)	C66H128O17P2	1255.681	
HMDB0122274	CL(8:0/i-15:0/i-15:0/i-19:0)	C66H128O17P2	1255.681	
HMDB0122275	CL(8:0/i-15:0/i-15:0/20:0)	C67H130O17P2	1269.708	
HMDB0122276	CL(8:0/i-15:0/i-15:0/i-20:0)	C67H130O17P2	1269.708	
HMDB0122277	CL(8:0/i-15:0/i-15:0/21:0)	C68H132O17P2	1283.735	
HMDB0122278	CL(8:0/i-15:0/i-15:0/a-21:0)	C68H132O17P2	1283.735	
HMDB0122279	CL(8:0/i-15:0/i-15:0/i-21:0)	C68H132O17P2	1283.735	
HMDB0122280	CL(8:0/i-15:0/i-15:0/22:0)	C69H134O17P2	1297.762	
HMDB0122281	CL(8:0/i-15:0/i-15:0/i-22:0)	C69H134O17P2	1297.762	
HMDB0122282	CL(8:0/i-15:0/i-15:0/23:0)	C70H136O17P2	1311.789	
HMDB0122283	CL(8:0/i-15:0/i-15:0/24:0)	C71H138O17P2	1325.816	
HMDB0122284	CL(8:0/i-15:0/i-15:0/i-24:0)	C71H138O17P2	1325.816	
HMDB0122285	CL(8:0/i-15:0/i-15:0/25:0)	C72H140O17P2	1339.843	
HMDB0122286	CL(8:0/i-15:0/i-15:0/a-25:0)	C72H140O17P2	1339.843	
HMDB0122287	CL(8:0/i-15:0/16:0/16:0)	C64H124O17P2	1227.627	
HMDB0122288	CL(8:0/i-15:0/16:0/i-16:0)	C64H124O17P2	1227.627	
HMDB0122289	CL(8:0/i-15:0/16:0/17:0)	C65H126O17P2	1241.654	
HMDB0122290	CL(8:0/i-15:0/16:0/a-17:0)	C65H126O17P2	1241.654	
HMDB0122291	CL(8:0/i-15:0/16:0/i-17:0)	C65H126O17P2	1241.654	
HMDB0122292	CL(8:0/i-15:0/16:0/18:0)	C66H128O17P2	1255.681	
HMDB0122293	CL(8:0/i-15:0/16:0/i-18:0)	C66H128O17P2	1255.681	
HMDB0122294	CL(8:0/i-15:0/16:0/18:2(9Z,11Z))	C66H124O17P2	1251.649	
HMDB0122295	CL(8:0/i-15:0/16:0/19:0)	C67H130O17P2	1269.708	
HMDB0122296	CL(8:0/i-15:0/16:0/i-19:0)	C67H130O17P2	1269.708	
HMDB0122297	CL(8:0/i-15:0/16:0/20:0)	C68H132O17P2	1283.735	
HMDB0122298	CL(8:0/i-15:0/16:0/i-20:0)	C68H132O17P2	1283.735	
HMDB0122299	CL(8:0/i-15:0/16:0/21:0)	C69H134O17P2	1297.762	
HMDB0122300	CL(8:0/i-15:0/16:0/a-21:0)	C69H134O17P2	1297.762	
HMDB0122301	CL(8:0/i-15:0/16:0/i-21:0)	C69H134O17P2	1297.762	
HMDB0122302	CL(8:0/i-15:0/16:0/22:0)	C70H136O17P2	1311.789	
HMDB0122303	CL(8:0/i-15:0/16:0/i-22:0)	C70H136O17P2	1311.789	
HMDB0122304	CL(8:0/i-15:0/16:0/23:0)	C71H138O17P2	1325.816	
HMDB0122305	CL(8:0/i-15:0/16:0/24:0)	C72H140O17P2	1339.843	
HMDB0122306	CL(8:0/i-15:0/16:0/i-24:0)	C72H140O17P2	1339.843	
HMDB0122307	CL(8:0/i-15:0/16:0/25:0)	C73H142O17P2	1353.87	
HMDB0122308	CL(8:0/i-15:0/16:0/a-25:0)	C73H142O17P2	1353.87	
HMDB0122309	CL(8:0/i-15:0/i-16:0/i-16:0)	C64H124O17P2	1227.627	
HMDB0122310	CL(8:0/i-15:0/i-16:0/17:0)	C65H126O17P2	1241.654	
HMDB0122311	CL(8:0/i-15:0/i-16:0/a-17:0)	C65H126O17P2	1241.654	
HMDB0122312	CL(8:0/i-15:0/i-16:0/i-17:0)	C65H126O17P2	1241.654	
HMDB0122313	CL(8:0/i-15:0/i-16:0/18:0)	C66H128O17P2	1255.681	
HMDB0122314	CL(8:0/i-15:0/i-16:0/i-18:0)	C66H128O17P2	1255.681	
HMDB0122315	CL(8:0/i-15:0/i-16:0/18:2(9Z,11Z))	C66H124O17P2	1251.649	
HMDB0122316	CL(8:0/i-15:0/i-16:0/19:0)	C67H130O17P2	1269.708	
HMDB0122317	CL(8:0/i-15:0/i-16:0/i-19:0)	C67H130O17P2	1269.708	
HMDB0122318	CL(8:0/i-15:0/i-16:0/20:0)	C68H132O17P2	1283.735	
HMDB0122319	CL(8:0/i-15:0/i-16:0/i-20:0)	C68H132O17P2	1283.735	
HMDB0122320	CL(8:0/i-15:0/i-16:0/21:0)	C69H134O17P2	1297.762	
HMDB0122321	CL(8:0/i-15:0/i-16:0/a-21:0)	C69H134O17P2	1297.762	
HMDB0122322	CL(8:0/i-15:0/i-16:0/i-21:0)	C69H134O17P2	1297.762	
HMDB0122323	CL(8:0/i-15:0/i-16:0/22:0)	C70H136O17P2	1311.789	
HMDB0122324	CL(8:0/i-15:0/i-16:0/i-22:0)	C70H136O17P2	1311.789	
HMDB0122325	CL(8:0/i-15:0/i-16:0/23:0)	C71H138O17P2	1325.816	
HMDB0122326	CL(8:0/i-15:0/i-16:0/24:0)	C72H140O17P2	1339.843	
HMDB0122327	CL(8:0/i-15:0/i-16:0/i-24:0)	C72H140O17P2	1339.843	
HMDB0122328	CL(8:0/i-15:0/i-16:0/25:0)	C73H142O17P2	1353.87	
HMDB0122329	CL(8:0/i-15:0/i-16:0/a-25:0)	C73H142O17P2	1353.87	
HMDB0122330	CL(8:0/i-15:0/17:0/17:0)	C66H128O17P2	1255.681	
HMDB0122331	CL(8:0/i-15:0/17:0/a-17:0)	C66H128O17P2	1255.681	
HMDB0122332	CL(8:0/i-15:0/17:0/i-17:0)	C66H128O17P2	1255.681	
HMDB0122333	CL(8:0/i-15:0/17:0/18:0)	C67H130O17P2	1269.708	
HMDB0122334	CL(8:0/i-15:0/17:0/i-18:0)	C67H130O17P2	1269.708	
HMDB0122335	CL(8:0/i-15:0/17:0/18:2(9Z,11Z))	C67H126O17P2	1265.676	
HMDB0122336	CL(8:0/i-15:0/17:0/19:0)	C68H132O17P2	1283.735	
HMDB0122337	CL(8:0/i-15:0/17:0/i-19:0)	C68H132O17P2	1283.735	
HMDB0122338	CL(8:0/i-15:0/17:0/20:0)	C69H134O17P2	1297.762	
HMDB0122339	CL(8:0/i-15:0/17:0/i-20:0)	C69H134O17P2	1297.762	
HMDB0122340	CL(8:0/i-15:0/17:0/21:0)	C70H136O17P2	1311.789	
HMDB0122341	CL(8:0/i-15:0/17:0/a-21:0)	C70H136O17P2	1311.789	
HMDB0122342	CL(8:0/i-15:0/17:0/i-21:0)	C70H136O17P2	1311.789	
HMDB0122343	CL(8:0/i-15:0/17:0/22:0)	C71H138O17P2	1325.816	
HMDB0122344	CL(8:0/i-15:0/17:0/i-22:0)	C71H138O17P2	1325.816	
HMDB0122345	CL(8:0/i-15:0/17:0/23:0)	C72H140O17P2	1339.843	
HMDB0122346	CL(8:0/i-15:0/17:0/24:0)	C73H142O17P2	1353.87	
HMDB0122347	CL(8:0/i-15:0/17:0/i-24:0)	C73H142O17P2	1353.87	
HMDB0122348	CL(8:0/i-15:0/17:0/25:0)	C74H144O17P2	1367.897	
HMDB0122349	CL(8:0/i-15:0/17:0/a-25:0)	C74H144O17P2	1367.897	
HMDB0122350	CL(8:0/i-15:0/a-17:0/a-17:0)	C66H128O17P2	1255.681	
HMDB0122351	CL(8:0/i-15:0/a-17:0/i-17:0)	C66H128O17P2	1255.681	
HMDB0122352	CL(8:0/i-15:0/a-17:0/18:0)	C67H130O17P2	1269.708	
HMDB0122353	CL(8:0/i-15:0/a-17:0/i-18:0)	C67H130O17P2	1269.708	
HMDB0122354	CL(8:0/i-15:0/a-17:0/18:2(9Z,11Z))	C67H126O17P2	1265.676	
HMDB0122355	CL(8:0/i-15:0/a-17:0/19:0)	C68H132O17P2	1283.735	
HMDB0122356	CL(8:0/i-15:0/a-17:0/i-19:0)	C68H132O17P2	1283.735	
HMDB0122357	CL(8:0/i-15:0/a-17:0/20:0)	C69H134O17P2	1297.762	
HMDB0122358	CL(8:0/i-15:0/a-17:0/i-20:0)	C69H134O17P2	1297.762	
HMDB0122359	CL(8:0/i-15:0/a-17:0/21:0)	C70H136O17P2	1311.789	
HMDB0122360	CL(8:0/i-15:0/a-17:0/a-21:0)	C70H136O17P2	1311.789	
HMDB0122361	CL(8:0/i-15:0/a-17:0/i-21:0)	C70H136O17P2	1311.789	
HMDB0122362	CL(8:0/i-15:0/a-17:0/22:0)	C71H138O17P2	1325.816	
HMDB0122363	CL(8:0/i-15:0/a-17:0/i-22:0)	C71H138O17P2	1325.816	
HMDB0122364	CL(8:0/i-15:0/a-17:0/23:0)	C72H140O17P2	1339.843	
HMDB0122365	CL(8:0/i-15:0/a-17:0/24:0)	C73H142O17P2	1353.87	
HMDB0122366	CL(8:0/i-15:0/a-17:0/i-24:0)	C73H142O17P2	1353.87	
HMDB0122367	CL(8:0/i-15:0/a-17:0/25:0)	C74H144O17P2	1367.897	
HMDB0122368	CL(8:0/i-15:0/a-17:0/a-25:0)	C74H144O17P2	1367.897	
HMDB0122369	CL(8:0/i-15:0/i-17:0/i-17:0)	C66H128O17P2	1255.681	
HMDB0122370	CL(8:0/i-15:0/i-17:0/18:0)	C67H130O17P2	1269.708	
HMDB0122371	CL(8:0/i-15:0/i-17:0/i-18:0)	C67H130O17P2	1269.708	
HMDB0122372	CL(8:0/i-15:0/i-17:0/18:2(9Z,11Z))	C67H126O17P2	1265.676	
HMDB0122373	CL(8:0/i-15:0/i-17:0/19:0)	C68H132O17P2	1283.735	
HMDB0122374	CL(8:0/i-15:0/i-17:0/i-19:0)	C68H132O17P2	1283.735	
HMDB0122375	CL(8:0/i-15:0/i-17:0/20:0)	C69H134O17P2	1297.762	
HMDB0122376	CL(8:0/i-15:0/i-17:0/i-20:0)	C69H134O17P2	1297.762	
HMDB0122377	CL(8:0/i-15:0/i-17:0/21:0)	C70H136O17P2	1311.789	
HMDB0122378	CL(8:0/i-15:0/i-17:0/a-21:0)	C70H136O17P2	1311.789	
HMDB0122379	CL(8:0/i-15:0/i-17:0/i-21:0)	C70H136O17P2	1311.789	
HMDB0122380	CL(8:0/i-15:0/i-17:0/22:0)	C71H138O17P2	1325.816	
HMDB0122381	CL(8:0/i-15:0/i-17:0/i-22:0)	C71H138O17P2	1325.816	
HMDB0122382	CL(8:0/i-15:0/i-17:0/23:0)	C72H140O17P2	1339.843	
HMDB0122383	CL(8:0/i-15:0/i-17:0/24:0)	C73H142O17P2	1353.87	
HMDB0122384	CL(8:0/i-15:0/i-17:0/i-24:0)	C73H142O17P2	1353.87	
HMDB0122385	CL(8:0/i-15:0/i-17:0/25:0)	C74H144O17P2	1367.897	
HMDB0122386	CL(8:0/i-15:0/i-17:0/a-25:0)	C74H144O17P2	1367.897	
HMDB0122387	CL(8:0/i-15:0/18:0/18:0)	C68H132O17P2	1283.735	
HMDB0122388	CL(8:0/i-15:0/18:0/i-18:0)	C68H132O17P2	1283.735	
HMDB0122389	CL(8:0/i-15:0/18:0/18:2(9Z,11Z))	C68H128O17P2	1279.703	
HMDB0122390	CL(8:0/i-15:0/18:0/19:0)	C69H134O17P2	1297.762	
HMDB0122391	CL(8:0/i-15:0/18:0/i-19:0)	C69H134O17P2	1297.762	
HMDB0122392	CL(8:0/i-15:0/18:0/20:0)	C70H136O17P2	1311.789	
HMDB0122393	CL(8:0/i-15:0/18:0/i-20:0)	C70H136O17P2	1311.789	
HMDB0122394	CL(8:0/i-15:0/18:0/21:0)	C71H138O17P2	1325.816	
HMDB0122395	CL(8:0/i-15:0/18:0/a-21:0)	C71H138O17P2	1325.816	
HMDB0122396	CL(8:0/i-15:0/18:0/i-21:0)	C71H138O17P2	1325.816	
HMDB0122397	CL(8:0/i-15:0/18:0/22:0)	C72H140O17P2	1339.843	
HMDB0122398	CL(8:0/i-15:0/18:0/i-22:0)	C72H140O17P2	1339.843	
HMDB0122399	CL(8:0/i-15:0/18:0/23:0)	C73H142O17P2	1353.87	
HMDB0122400	CL(8:0/i-15:0/18:0/24:0)	C74H144O17P2	1367.897	
HMDB0122401	CL(8:0/i-15:0/18:0/i-24:0)	C74H144O17P2	1367.897	
HMDB0122402	CL(8:0/i-15:0/18:0/25:0)	C75H146O17P2	1381.924	
HMDB0122403	CL(8:0/i-15:0/18:0/a-25:0)	C75H146O17P2	1381.924	
HMDB0122404	CL(8:0/i-15:0/i-18:0/i-18:0)	C68H132O17P2	1283.735	
HMDB0122405	CL(8:0/i-15:0/i-18:0/18:2(9Z,11Z))	C68H128O17P2	1279.703	
HMDB0122406	CL(8:0/i-15:0/i-18:0/19:0)	C69H134O17P2	1297.762	
HMDB0122407	CL(8:0/i-15:0/i-18:0/i-19:0)	C69H134O17P2	1297.762	
HMDB0122408	CL(8:0/i-15:0/i-18:0/20:0)	C70H136O17P2	1311.789	
HMDB0122409	CL(8:0/i-15:0/i-18:0/i-20:0)	C70H136O17P2	1311.789	
HMDB0122410	CL(8:0/i-15:0/i-18:0/21:0)	C71H138O17P2	1325.816	
HMDB0122411	CL(8:0/i-15:0/i-18:0/a-21:0)	C71H138O17P2	1325.816	
HMDB0122412	CL(8:0/i-15:0/i-18:0/i-21:0)	C71H138O17P2	1325.816	
HMDB0122413	CL(8:0/i-15:0/i-18:0/22:0)	C72H140O17P2	1339.843	
HMDB0122414	CL(8:0/i-15:0/i-18:0/i-22:0)	C72H140O17P2	1339.843	
HMDB0122415	CL(8:0/i-15:0/i-18:0/23:0)	C73H142O17P2	1353.87	
HMDB0122416	CL(8:0/i-15:0/i-18:0/24:0)	C74H144O17P2	1367.897	
HMDB0122417	CL(8:0/i-15:0/i-18:0/i-24:0)	C74H144O17P2	1367.897	
HMDB0122418	CL(8:0/i-15:0/i-18:0/25:0)	C75H146O17P2	1381.924	
HMDB0122419	CL(8:0/i-15:0/i-18:0/a-25:0)	C75H146O17P2	1381.924	
HMDB0122420	CL(8:0/i-15:0/18:2(9Z,11Z)/18:2(9Z,11Z))	C68H124O17P2	1275.671	
HMDB0122421	CL(8:0/i-15:0/18:2(9Z,11Z)/19:0)	C69H130O17P2	1293.73	
HMDB0122422	CL(8:0/i-15:0/18:2(9Z,11Z)/i-19:0)	C69H130O17P2	1293.73	
HMDB0122423	CL(8:0/i-15:0/18:2(9Z,11Z)/20:0)	C70H132O17P2	1307.757	
HMDB0122424	CL(8:0/i-15:0/18:2(9Z,11Z)/i-20:0)	C70H132O17P2	1307.757	
HMDB0122425	CL(8:0/i-15:0/18:2(9Z,11Z)/21:0)	C71H134O17P2	1321.784	
HMDB0122426	CL(8:0/i-15:0/18:2(9Z,11Z)/a-21:0)	C71H134O17P2	1321.784	
HMDB0122427	CL(8:0/i-15:0/18:2(9Z,11Z)/i-21:0)	C71H134O17P2	1321.784	
HMDB0122428	CL(8:0/i-15:0/18:2(9Z,11Z)/22:0)	C72H136O17P2	1335.811	
HMDB0122429	CL(8:0/i-15:0/18:2(9Z,11Z)/i-22:0)	C72H136O17P2	1335.811	
HMDB0122430	CL(8:0/i-15:0/18:2(9Z,11Z)/23:0)	C73H138O17P2	1349.838	
HMDB0122431	CL(8:0/i-15:0/18:2(9Z,11Z)/24:0)	C74H140O17P2	1363.865	
HMDB0122432	CL(8:0/i-15:0/18:2(9Z,11Z)/i-24:0)	C74H140O17P2	1363.865	
HMDB0122433	CL(8:0/i-15:0/18:2(9Z,11Z)/25:0)	C75H142O17P2	1377.892	
HMDB0122434	CL(8:0/i-15:0/18:2(9Z,11Z)/a-25:0)	C75H142O17P2	1377.892	
HMDB0122435	CL(8:0/i-15:0/19:0/19:0)	C70H136O17P2	1311.789	
HMDB0122436	CL(8:0/i-15:0/19:0/i-19:0)	C70H136O17P2	1311.789	
HMDB0122437	CL(8:0/i-15:0/19:0/20:0)	C71H138O17P2	1325.816	
HMDB0122438	CL(8:0/i-15:0/19:0/i-20:0)	C71H138O17P2	1325.816	
HMDB0122439	CL(8:0/i-15:0/19:0/21:0)	C72H140O17P2	1339.843	
HMDB0122440	CL(8:0/i-15:0/19:0/a-21:0)	C72H140O17P2	1339.843	
HMDB0122441	CL(8:0/i-15:0/19:0/i-21:0)	C72H140O17P2	1339.843	
HMDB0122442	CL(8:0/i-15:0/19:0/22:0)	C73H142O17P2	1353.87	
HMDB0122443	CL(8:0/i-15:0/19:0/i-22:0)	C73H142O17P2	1353.87	
HMDB0122444	CL(8:0/i-15:0/19:0/23:0)	C74H144O17P2	1367.897	
HMDB0122445	CL(8:0/i-15:0/19:0/24:0)	C75H146O17P2	1381.924	
HMDB0122446	CL(8:0/i-15:0/19:0/i-24:0)	C75H146O17P2	1381.924	
HMDB0122447	CL(8:0/i-15:0/19:0/25:0)	C76H148O17P2	1395.951	
HMDB0122448	CL(8:0/i-15:0/19:0/a-25:0)	C76H148O17P2	1395.951	
HMDB0122449	CL(8:0/i-15:0/i-19:0/i-19:0)	C70H136O17P2	1311.789	
HMDB0122450	CL(8:0/i-15:0/i-19:0/20:0)	C71H138O17P2	1325.816	
HMDB0122451	CL(8:0/i-15:0/i-19:0/i-20:0)	C71H138O17P2	1325.816	
HMDB0122452	CL(8:0/i-15:0/i-19:0/21:0)	C72H140O17P2	1339.843	
HMDB0122453	CL(8:0/i-15:0/i-19:0/a-21:0)	C72H140O17P2	1339.843	
HMDB0122454	CL(8:0/i-15:0/i-19:0/i-21:0)	C72H140O17P2	1339.843	
HMDB0122455	CL(8:0/i-15:0/i-19:0/22:0)	C73H142O17P2	1353.87	
HMDB0122456	CL(8:0/i-15:0/i-19:0/i-22:0)	C73H142O17P2	1353.87	
HMDB0122457	CL(8:0/i-15:0/i-19:0/23:0)	C74H144O17P2	1367.897	
HMDB0122458	CL(8:0/i-15:0/i-19:0/24:0)	C75H146O17P2	1381.924	
HMDB0122459	CL(8:0/i-15:0/i-19:0/i-24:0)	C75H146O17P2	1381.924	
HMDB0122460	CL(8:0/i-15:0/i-19:0/25:0)	C76H148O17P2	1395.951	
HMDB0122461	CL(8:0/i-15:0/i-19:0/a-25:0)	C76H148O17P2	1395.951	
HMDB0122462	CL(8:0/i-15:0/20:0/20:0)	C72H140O17P2	1339.843	
HMDB0122463	CL(8:0/i-15:0/20:0/i-20:0)	C72H140O17P2	1339.843	
HMDB0122464	CL(8:0/i-15:0/20:0/21:0)	C73H142O17P2	1353.87	
HMDB0122465	CL(8:0/i-15:0/20:0/a-21:0)	C73H142O17P2	1353.87	
HMDB0122466	CL(8:0/i-15:0/20:0/i-21:0)	C73H142O17P2	1353.87	
HMDB0122467	CL(8:0/i-15:0/20:0/22:0)	C74H144O17P2	1367.897	
HMDB0122468	CL(8:0/i-15:0/20:0/i-22:0)	C74H144O17P2	1367.897	
HMDB0122469	CL(8:0/i-15:0/20:0/23:0)	C75H146O17P2	1381.924	
HMDB0122470	CL(8:0/i-15:0/20:0/24:0)	C76H148O17P2	1395.951	
HMDB0122471	CL(8:0/i-15:0/20:0/i-24:0)	C76H148O17P2	1395.951	
HMDB0122472	CL(8:0/i-15:0/20:0/25:0)	C77H150O17P2	1409.978	
HMDB0122473	CL(8:0/i-15:0/20:0/a-25:0)	C77H150O17P2	1409.978	
HMDB0122474	CL(8:0/i-15:0/i-20:0/i-20:0)	C72H140O17P2	1339.843	
HMDB0122475	CL(8:0/i-15:0/i-20:0/21:0)	C73H142O17P2	1353.87	
HMDB0122476	CL(8:0/i-15:0/i-20:0/a-21:0)	C73H142O17P2	1353.87	
HMDB0122477	CL(8:0/i-15:0/i-20:0/i-21:0)	C73H142O17P2	1353.87	
HMDB0122478	CL(8:0/i-15:0/i-20:0/22:0)	C74H144O17P2	1367.897	
