HMDB_ID,NAME,SMILES,INCHIKEY,CHEMICAL_FORMULA,AVERAGE_MASS,MONO_MASS
HMDB0078860,CL(a-13:0/i-16:0/a-15:0/a-13:0)[rac],[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCC(C)CC,WMWYEFSOSMIPHD-OJQYBVHSSA-N,C66H128O17P2,1255.681,1254.862676658
HMDB0078861,CL(i-13:0/i-16:0/i-15:0/a-13:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC,UMJYQBJPGNLNLH-PWWXFYBZSA-N,C66H128O17P2,1255.681,1254.862676658
HMDB0078862,CL(a-13:0/i-16:0/i-15:0/a-13:0)[rac],[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCC(C)CC,KTBCDXIYUURPRG-LSTYNGGHSA-N,C66H128O17P2,1255.681,1254.862676658
HMDB0078863,CL(i-13:0/i-16:0/i-15:0/i-14:0),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,IEXXHJTVQYGPNK-PCIYNCTBSA-N,C67H130O17P2,1269.708,1268.878326722
HMDB0078864,CL(a-13:0/i-16:0/a-15:0/i-14:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,PFLLBAQCCHJAGW-XIWPVXGTSA-N,C67H130O17P2,1269.708,1268.878326722
HMDB0078865,CL(i-13:0/i-16:0/a-15:0/i-14:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC(C)C,NAKBZCJUKFHLIC-DPVUWJHFSA-N,C67H130O17P2,1269.708,1268.878326722
HMDB0078866,CL(a-13:0/i-16:0/i-15:0/i-14:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,SHMPIIYCCRYFDF-DPVUWJHFSA-N,C67H130O17P2,1269.708,1268.878326722
HMDB0078867,CL(i-13:0/i-16:0/i-15:0/i-15:0),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,WXMDMGJRRBUICG-IIVRGTDNSA-N,C68H132O17P2,1283.735,1282.893976786
HMDB0078868,CL(a-13:0/i-16:0/a-15:0/i-15:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,XBWIYSLTHWASEZ-UCBAECANSA-N,C68H132O17P2,1283.735,1282.893976786
HMDB0078869,CL(i-13:0/i-16:0/a-15:0/i-15:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,OIIIVULGPJEQBD-QFLSEQQCSA-N,C68H132O17P2,1283.735,1282.893976786
HMDB0078870,CL(a-13:0/i-16:0/i-15:0/i-15:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,ZIAIOOXTAMXZKM-QFLSEQQCSA-N,C68H132O17P2,1283.735,1282.893976786
HMDB0078871,CL(i-13:0/i-16:0/a-15:0/a-15:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,YRPQGEFMBFBJRI-UCBAECANSA-N,C68H132O17P2,1283.735,1282.893976786
HMDB0078872,CL(a-13:0/i-16:0/a-15:0/a-15:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,YSHJTNAXUGTBQX-DOYFKPLKSA-N,C68H132O17P2,1283.735,1282.893976786
HMDB0078873,CL(i-13:0/i-16:0/i-15:0/a-15:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC,AHDFKTOGVFGBLR-QFLSEQQCSA-N,C68H132O17P2,1283.735,1282.893976786
HMDB0078874,CL(a-13:0/i-16:0/i-15:0/a-15:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,GMVRANAGGCGZML-UCBAECANSA-N,C68H132O17P2,1283.735,1282.893976786
HMDB0078875,CL(i-13:0/i-16:0/i-15:0/i-16:0),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,KTDSDHHHTLOPBL-OYOCQJCHSA-N,C69H134O17P2,1297.762,1296.909626851
HMDB0078876,CL(a-13:0/i-16:0/a-15:0/i-16:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,VKCRHCZHIDWEBA-FNSGSSGLSA-N,C69H134O17P2,1297.762,1296.909626851
HMDB0078877,CL(i-13:0/i-16:0/a-15:0/i-16:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,VBKPHLXXXZYBQP-HSOQKSLCSA-N,C69H134O17P2,1297.762,1296.909626851
HMDB0078878,CL(a-13:0/i-16:0/i-15:0/i-16:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,PHTYBOOEGIIEJP-HSOQKSLCSA-N,C69H134O17P2,1297.762,1296.909626851
HMDB0078879,CL(i-13:0/i-16:0/i-15:0/i-17:0),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,DAXXHCIJBXTZEN-GLFGWPNBSA-N,C70H136O17P2,1311.789,1310.925276915
HMDB0078880,CL(a-13:0/i-16:0/a-15:0/i-17:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,ZTZYJGJMEHJDHK-JWAQNRQTSA-N,C70H136O17P2,1311.789,1310.925276915
HMDB0078881,CL(i-13:0/i-16:0/a-15:0/i-17:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,OYMMTJOPEUEWGJ-DNPRRJKTSA-N,C70H136O17P2,1311.789,1310.925276915
HMDB0078882,CL(a-13:0/i-16:0/i-15:0/i-17:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,GNMRZSVCKVVWBM-DNPRRJKTSA-N,C70H136O17P2,1311.789,1310.925276915
HMDB0078883,CL(i-13:0/i-16:0/a-15:0/a-17:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,QWRLCWCGDAYMBF-JWAQNRQTSA-N,C70H136O17P2,1311.789,1310.925276915
HMDB0078884,CL(a-13:0/i-16:0/a-15:0/a-17:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,QROJFUWVFVPPEO-KPNNPPRESA-N,C70H136O17P2,1311.789,1310.925276915
HMDB0078885,CL(i-13:0/i-16:0/i-15:0/a-17:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,GYHVZVIIDDNGHZ-DNPRRJKTSA-N,C70H136O17P2,1311.789,1310.925276915
HMDB0078886,CL(a-13:0/i-16:0/i-15:0/a-17:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,DIAPKLWMZNYRCU-JWAQNRQTSA-N,C70H136O17P2,1311.789,1310.925276915
HMDB0078887,"CL(i-13:0/i-16:0/i-15:0/18:2(9Z,11Z))",[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCC\C=C/C=C\CCCCCC,FTKYGYSZGLXLDH-PXCASVPOSA-N,C71H134O17P2,1321.784,1320.909626851
HMDB0078888,CL(i-13:0/i-16:0/i-15:0/i-18:0),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,WKKCZEQKZHPAKM-WWKUUFCESA-N,C71H138O17P2,1325.816,1324.94092698
HMDB0078889,CL(a-13:0/i-16:0/a-15:0/i-18:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,ZBGSAUYUYJJDRO-VKIXXVAZSA-N,C71H138O17P2,1325.816,1324.94092698
HMDB0078890,CL(i-13:0/i-16:0/a-15:0/i-18:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,ZQXAKHJWUUUXKO-OGILQYNYSA-N,C71H138O17P2,1325.816,1324.94092698
HMDB0078891,"CL(a-13:0/i-16:0/i-15:0/18:2(9Z,11Z))[rac]",[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCC\C=C/C=C\CCCCCC,DBELHCAGPKUMEJ-ASNPAOBKSA-N,C71H134O17P2,1321.784,1320.909626851
HMDB0078892,"CL(a-13:0/i-16:0/a-15:0/18:2(9Z,11Z))[rac]",[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCC\C=C/C=C\CCCCCC,JDGZQZJYOZJYBO-DBMDIZIYSA-N,C71H134O17P2,1321.784,1320.909626851
HMDB0078893,"CL(i-13:0/i-16:0/a-15:0/18:2(9Z,11Z))[rac]",[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCC\C=C/C=C\CCCCCC,GGLILOCZSVULKD-ASNPAOBKSA-N,C71H134O17P2,1321.784,1320.909626851
HMDB0078894,CL(a-13:0/i-16:0/i-15:0/i-18:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,XAISUQMULWTDIS-OGILQYNYSA-N,C71H138O17P2,1325.816,1324.94092698
HMDB0078895,CL(i-13:0/i-16:0/i-15:0/i-19:0),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,VXVZRKLZMQCUKE-ODOYRBSSSA-N,C72H140O17P2,1339.843,1338.956577044
HMDB0078896,CL(a-13:0/i-16:0/a-15:0/i-19:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,RMVDPLYGHXQATA-IZFXDSFASA-N,C72H140O17P2,1339.843,1338.956577044
HMDB0078897,CL(i-13:0/i-16:0/a-15:0/i-19:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,RSKOKTQKWQQEHM-CNXFOIRDSA-N,C72H140O17P2,1339.843,1338.956577044
HMDB0078898,CL(a-13:0/i-16:0/i-15:0/i-19:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,IRGJQKIBDZRTGE-CNXFOIRDSA-N,C72H140O17P2,1339.843,1338.956577044
HMDB0078899,CL(i-13:0/i-16:0/i-15:0/i-20:0),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,NKVFCCXEUQLSTF-SHBPMHELSA-N,C73H142O17P2,1353.87,1352.972227108
HMDB0078900,CL(a-13:0/i-16:0/a-15:0/i-20:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,AYDLYQZRHFYXIA-CNCDLFKZSA-N,C73H142O17P2,1353.87,1352.972227108
HMDB0078901,CL(i-13:0/i-16:0/a-15:0/i-20:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,NSBAGMQXCULENH-VZZKVGHUSA-N,C73H142O17P2,1353.87,1352.972227108
HMDB0078902,CL(a-13:0/i-16:0/i-15:0/i-20:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,QTLAVTKHJHCUAQ-VZZKVGHUSA-N,C73H142O17P2,1353.87,1352.972227108
HMDB0078903,CL(i-13:0/i-16:0/i-15:0/i-21:0),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,IZIXADLTKQXXQL-CRUFNAILSA-N,C74H144O17P2,1367.897,1366.987877173
HMDB0078904,CL(a-13:0/i-16:0/a-15:0/i-21:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,IEZDJAONNQXBKH-NDUGWDHISA-N,C74H144O17P2,1367.897,1366.987877173
HMDB0078905,CL(i-13:0/i-16:0/a-15:0/i-21:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,BTSCHDXGLPAMDP-GUERLEBKSA-N,C74H144O17P2,1367.897,1366.987877173
HMDB0078906,CL(a-13:0/i-16:0/i-15:0/i-21:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,RNBOFCCUPCRJIM-GUERLEBKSA-N,C74H144O17P2,1367.897,1366.987877173
HMDB0078907,CL(i-13:0/i-16:0/a-15:0/a-21:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,PUIPREHYUYLWAD-NDUGWDHISA-N,C74H144O17P2,1367.897,1366.987877173
HMDB0078908,CL(a-13:0/i-16:0/a-15:0/a-21:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,XXMIYVTUEITLGW-DIHVZKTASA-N,C74H144O17P2,1367.897,1366.987877173
HMDB0078909,CL(i-13:0/i-16:0/i-15:0/a-21:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,MUDKDCOQOHLQRV-GUERLEBKSA-N,C74H144O17P2,1367.897,1366.987877173
HMDB0078910,CL(a-13:0/i-16:0/i-15:0/a-21:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,MTKCZQNWFNELPO-NDUGWDHISA-N,C74H144O17P2,1367.897,1366.987877173
HMDB0078911,CL(i-13:0/i-16:0/i-15:0/i-22:0),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,PPMZGYJFAPYTKM-UMRXOVFLSA-N,C75H146O17P2,1381.924,1381.003527237
HMDB0078912,CL(a-13:0/i-16:0/a-15:0/i-22:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,NHNJHRISWZVVSQ-LDCDTRRZSA-N,C75H146O17P2,1381.924,1381.003527237
HMDB0078913,CL(i-13:0/i-16:0/a-15:0/i-22:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,UNTPHBPGACNAMI-VJMMPQDESA-N,C75H146O17P2,1381.924,1381.003527237
HMDB0078914,CL(a-13:0/i-16:0/i-15:0/i-22:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,BQEJILHZVNQCBM-VJMMPQDESA-N,C75H146O17P2,1381.924,1381.003527237
HMDB0078915,CL(i-13:0/i-16:0/i-15:0/i-24:0),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,ODIDRICQAIVEOD-SQYJZSJHSA-N,C77H150O17P2,1409.978,1409.034827366
HMDB0078916,CL(a-13:0/i-16:0/a-15:0/i-24:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,XOJZPNRJHLHWEF-YVOZOAAXSA-N,C77H150O17P2,1409.978,1409.034827366
HMDB0078917,CL(i-13:0/i-16:0/a-15:0/i-24:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,JTHZIASERKPLDC-JBVOCFLYSA-N,C77H150O17P2,1409.978,1409.034827366
HMDB0078918,CL(a-13:0/i-16:0/i-15:0/i-24:0)[rac],[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)C)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCC(C)C,QFSQUAYZSAQAMM-JBVOCFLYSA-N,C77H150O17P2,1409.978,1409.034827366
HMDB0078919,CL(i-13:0/i-16:0/a-15:0/a-25:0)[rac],[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC(C)CC)OC(=O)CCCCCCCCCCCCCCCCCCCCC(C)CC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCC(C)C,HQHOWXAMHCAXOE-OPOWQSLMSA-N,C78H152O17P2,1424.005,1423.05047743
