HMDB_ID,NAME,SMILES,INCHIKEY,CHEMICAL_FORMULA,AVERAGE_MASS,MONO_MASS
HMDB0000538,Adenosine triphosphate,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,ZKHQWZAMYRWXGA-KQYNXXCUSA-N,C10H16N5O13P3,507.181,506.995745159
HMDB0000547,Magnesium,[Mg++],JLVVSXFLKOJNIY-UHFFFAOYSA-N,Mg,24.305,23.985041898
HMDB0000557,L-Alloisoleucine,CC[C@@H](C)[C@H](N)C(O)=O,AGPKZVBTJJNPAG-UHNVWZDZSA-N,C6H13NO2,131.1729,131.094628665
HMDB0000562,Creatinine,CN1CC(=O)NC1=N,DDRJAANPRJIHGJ-UHFFFAOYSA-N,C4H7N3O,113.1179,113.058911861
HMDB0000568,D-Arabitol,OC[C@@H](O)C(O)[C@H](O)CO,HEBKCHPVOIAQTA-QWWZWVQMSA-N,C5H12O5,152.1458,152.068473494
HMDB0000574,L-Cysteine,N[C@@H](CS)C(O)=O,XUJNEKJLAYXESH-REOHCLBHSA-N,C3H7NO2S,121.158,121.019749163
HMDB0000586,Potassium,[K+],NPYPAHLBTDXSSS-UHFFFAOYSA-N,K,39.0983,38.963706861
HMDB0000588,Sodium,[Na+],FKNQFGJONOIPTF-UHFFFAOYSA-N,Na,22.9898,22.989769675
HMDB0000595,Hydrogen carbonate,OC(O)=O,BVKZGUZCCUSVTD-UHFFFAOYSA-N,CH2O3,62.0248,62.00039393
HMDB0000599,Chromium,[Cr+3],BFGKITSFLPAWGI-UHFFFAOYSA-N,Cr,51.9961,51.940511904
HMDB0000606,D-2-Hydroxyglutaric acid,O[C@H](CCC(O)=O)C(O)=O,HWXBTNAVRSUOJR-GSVOUGTGSA-N,C5H8O5,148.114,148.037173366
HMDB0000607,Cyanocobalamin,[H][C@@](C)(CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@@]2([H])N([Co]C#N)\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)\[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)/C(C)(C)[C@@H]1CCC(N)=O)OP(O)(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=CC(C)=C(C)C=C12,SEKGMJVHSBBHRD-WZHZPDAFSA-M,C63H89CoN14O14P,1356.3731,1355.575230332
HMDB0000608,Cobalt,[Co++],XLJKHNWPARRRJB-UHFFFAOYSA-N,Co,58.9332,58.933200194
HMDB0000613,Erythronic acid,OC[C@@H](O)[C@@H](O)C(O)=O,JPIJQSOTBSSVTP-PWNYCUMCSA-N,C4H8O5,136.1033,136.037173366
HMDB0000622,Ethylmalonic acid,CCC(C(O)=O)C(O)=O,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,C5H8O4,132.1146,132.042258744
HMDB0000638,Dodecanoic acid,CCCCCCCCCCCC(O)=O,POULHZVOKOAJMA-UHFFFAOYSA-N,C12H24O2,200.3178,200.177630012
HMDB0000641,Glutamine,N[C@@H](CCC(N)=O)C(O)=O,ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3,146.1445,146.069142196
HMDB0000646,L-Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,SRBFZHDQGSBBOR-KLVWXMOXSA-N,C5H10O5,150.1299,150.05282343
HMDB0000657,Copper,[Cu++],JPVYNHNXODAKFH-UHFFFAOYSA-N,Cu,63.546,62.929601079
HMDB0000660,D-Fructose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,RFSUNEUAIZKAJO-ARQDHWQXSA-N,C6H12O6,180.1559,180.063388116
HMDB0000661,Glutaric acid,OC(=O)CCCC(O)=O,JFCQEDHGNNZCLN-UHFFFAOYSA-N,C5H8O4,132.1146,132.042258744
HMDB0000670,Homo-L-arginine,N[C@@H](CCCCNC(N)=N)C(O)=O,QUOGESRFPZDMMT-YFKPBYRVSA-N,C7H16N4O2,188.2275,188.127325776
HMDB0000673,Linoleic acid,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,OYHQOLUKZRVURQ-HZJYTTRNSA-N,C18H32O2,280.4455,280.240230268
HMDB0000675,Iodine,II,PNDPGZBMCMUPRI-UHFFFAOYSA-N,I2,253.8089,253.80893684
HMDB0000676,L-Homocystine,NC(CCSSCC[C@H](N)C(O)=O)C(O)=O,ZTVZLYBCZNMWCF-ZBHICJROSA-N,C8H16N2O4S2,268.354,268.05514839
HMDB0000682,Indoxyl sulfate,OS(=O)(=O)OC1=CNC2=CC=CC=C12,BXFFHSIDQOFMLE-UHFFFAOYSA-N,C8H7NO4S,213.21,213.009578407
HMDB0000684,Kynurenine,N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O,YGPSJZOEDVAXAB-QMMMGPOBSA-N,C10H12N2O3,208.2139,208.08479226
HMDB0000687,Leucine,CC(C)C[C@H](N)C(O)=O,ROHFNLRQFUQHCH-YFKPBYRVSA-N,C6H13NO2,131.1729,131.094628665
HMDB0000691,Malonic acid,OC(=O)CC(O)=O,OFOBLEOULBTSOW-UHFFFAOYSA-N,C3H4O4,104.0615,104.010958616
HMDB0000692,Fe2+,[Fe++],CWYNVVGOOAEACU-UHFFFAOYSA-N,Fe,55.845,55.934942133
HMDB0000694,L-2-Hydroxyglutaric acid,O[C@@H](CCC(O)=O)C(O)=O,HWXBTNAVRSUOJR-VKHMYHEASA-N,C5H8O5,148.114,148.037173366
HMDB0000695,Ketoleucine,CC(C)CC(=O)C(O)=O,BKAJNAXTPSGJCU-UHFFFAOYSA-N,C6H10O3,130.1418,130.062994186
HMDB0000696,Methionine,CSCC[C@H](N)C(O)=O,FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S,149.211,149.051049291
HMDB0000700,Hydroxypropionic acid,OCCC(O)=O,ALRHLSYJTWAHJZ-UHFFFAOYSA-N,C3H6O3,90.0779,90.031694058
HMDB0000710,4-Hydroxybutyric acid,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N,C4H8O3,104.1045,104.047344122
HMDB0000714,Hippuric acid,OC(=O)CNC(=O)C1=CC=CC=C1,QIAFMBKCNZACKA-UHFFFAOYSA-N,C9H9NO3,179.1727,179.058243159
HMDB0000715,Kynurenic acid,OC(=O)C1=CC(=O)C2=CC=CC=C2N1,HCZHHEIFKROPDY-UHFFFAOYSA-N,C10H7NO3,189.1675,189.042593095
HMDB0000718,Isovaleric acid,CC(C)CC(O)=O,GWYFCOCPABKNJV-UHFFFAOYSA-N,C5H10O2,102.1317,102.068079564
HMDB0000721,Glycylproline,NCC(=O)N1CCC[C@H]1C(O)=O,KZNQNBZMBZJQJO-YFKPBYRVSA-N,C7H12N2O3,172.1818,172.08479226
HMDB0000725,4-Hydroxyproline,O[C@H]1CN[C@@H](C1)C(O)=O,PMMYEEVYMWASQN-DMTCNVIQSA-N,C5H9NO3,131.1299,131.058243159
HMDB0000742,Homocysteine,N[C@@H](CCS)C(O)=O,FFFHZYDWPBMWHY-VKHMYHEASA-N,C4H9NO2S,135.185,135.035399227
HMDB0000745,Homocarnosine,NCCCC(=O)N[C@@H](CC1=CNC=N1)C(O)=O,CCLQKVKJOGVQLU-QMMMGPOBSA-N,C10H16N4O3,240.259,240.122240398
HMDB0000746,Hydroxyisocaproic acid,CC(C)C[C@H](O)C(O)=O,LVRFTAZAXQPQHI-YFKPBYRVSA-N,C6H12O3,132.1577,132.07864425
HMDB0000751,L-Xylulose,OC[C@]1(O)OC[C@H](O)[C@H]1O,LQXVFWRQNMEDEE-LMVFSUKVSA-N,C5H10O5,150.13,150.052823422
HMDB0000754,3-Hydroxyisovaleric acid,CC(C)(O)CC(O)=O,AXFYFNCPONWUHW-UHFFFAOYSA-N,C5H10O3,118.1311,118.062994186
HMDB0000755,Hydroxyphenyllactic acid,OC(CC1=CC=C(O)C=C1)C(O)=O,JVGVDSSUAVXRDY-UHFFFAOYSA-N,C9H10O4,182.1733,182.057908808
HMDB0000763,5-Hydroxyindoleacetic acid,OC(=O)CC1=CNC2=C1C=C(O)C=C2,DUUGKQCEGZLZNO-UHFFFAOYSA-N,C10H9NO3,191.1834,191.058243159
HMDB0000765,Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,FBPFZTCFMRRESA-KVTDHHQDSA-N,C6H14O6,182.1718,182.07903818
HMDB0000784,Azelaic acid,OC(=O)CCCCCCCC(O)=O,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C9H16O4,188.2209,188.104859
HMDB0000797,SAICAR,NC1=C(N=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC(O)=O)C(O)=O,NAQGHJTUZRHGAC-ZZZDFHIKSA-N,C13H19N4O12P,454.2833,454.073708604
HMDB0000806,Myristic acid,CCCCCCCCCCCCCC(O)=O,TUNFSRHWOTWDNC-UHFFFAOYSA-N,C14H28O2,228.3709,228.20893014
HMDB0000812,N-Acetyl-L-aspartic acid,CC(=O)N[C@@H](CC(O)=O)C(O)=O,OTCCIMWXFLJLIA-BYPYZUCNSA-N,C6H9NO5,175.1394,175.048072403
HMDB0000819,Normetanephrine,COC1=CC(=CC=C1O)C(O)CN,YNYAYWLBAHXHLL-UHFFFAOYSA-N,C9H13NO3,183.2044,183.089543287
HMDB0000824,Propionylcarnitine,CCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,UFAHZIUFPNSHSL-MRVPVSSYSA-N,C10H19NO4,217.265,217.131408096
HMDB0000827,Stearic acid,CCCCCCCCCCCCCCCCCC(O)=O,QIQXTHQIDYTFRH-UHFFFAOYSA-N,C18H36O2,284.4772,284.271530396
HMDB0000830,Neuraminic acid,N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O,CERZMXAJYMMUDR-YOQZMRDMSA-N,C9H17NO8,267.2332,267.095416525
HMDB0000845,Neopterin,NC1=NC2=C(N=C(C=N2)C(O)C(O)CO)C(=O)N1,BMQYVXCPAOLZOK-UHFFFAOYSA-N,C9H11N5O4,253.2147,253.081103865
HMDB0000863,Isopropyl alcohol,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,C3H8O,60.095,60.057514878
HMDB0000870,Histamine,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,C5H9N3,111.1451,111.079647303
HMDB0000883,L-Valine,CC(C)[C@H](N)C(O)=O,KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2,117.1463,117.078978601
HMDB0000893,Suberic acid,OC(=O)CCCCCCC(O)=O,TYFQFVWCELRYAO-UHFFFAOYSA-N,C8H14O4,174.1944,174.089208936
HMDB0000895,Acetylcholine,CC(=O)OCC[N+](C)(C)C,OIPILFWXSMYKGL-UHFFFAOYSA-N,C7H16NO2,146.2074,146.118103761
HMDB0000898,1-Methylhistamine,CN1C=NC(CCN)=C1,FHQDWPCFSJMNCT-UHFFFAOYSA-N,C6H11N3,125.1716,125.095297367
HMDB0000904,Citrulline,N[C@@H](CCCNC(N)=O)C(O)=O,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C6H13N3O3,175.1857,175.095691297
HMDB0000906,Trimethylamine,CN(C)C,GETQZCLCWQTVFV-UHFFFAOYSA-N,C3H9N,59.1103,59.073499293
HMDB0000912,Succinyladenosine,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N[C@@H](CC(O)=O)C(O)=O)N=CN=C12,VKGZCEJTCKHMRL-VWJPMABRSA-N,C14H17N5O8,383.3135,383.107712545
HMDB0000925,Trimethylamine N-oxide,C[N+](C)(C)[O-],UYPYRKYUKCHHIB-UHFFFAOYSA-N,C3H9NO,75.1097,75.068413915
HMDB0000929,L-Tryptophan,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2,204.2252,204.089877638
HMDB0000939,S-Adenosylhomocysteine,N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,C14H20N6O5S,384.411,384.12158847
HMDB0000990,Acetaldehyde,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,C2H4O,44.0526,44.02621475
HMDB0000996,3-Sulfinoalanine,N[C@@H](CS(O)=O)C(O)=O,ADVPTQAUNPRNPO-REOHCLBHSA-N,C3H7NO4S,153.157,153.009578407
HMDB0001035,Angiotensin II,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,CZGUSIXMZVURDU-JZXHSEFVSA-N,C50H71N13O12,1046.1786,1045.534514801
HMDB0001043,Arachidonic acid,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,YZXBAPSDXZZRGB-DOFZRALJSA-N,C20H32O2,304.4669,304.240230268
HMDB0001046,Cotinine,CN1C(CCC1=O)C1=CN=CC=C1,UIKROCXWUNQSPJ-UHFFFAOYSA-N,C10H12N2O,176.2151,176.094963016
HMDB0001067,N-Acetylaspartylglutamic acid,CC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(O)=O,OPVPGKGADVGKTG-BQBZGAKWSA-N,C11H16N2O8,304.255,304.090665483
HMDB0001085,Leukotriene B4,CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O,VNYSSYRCGWBHLG-AMOLWHMGSA-N,C20H32O4,336.4657,336.230059512
HMDB0001123,2-Aminobenzoic acid,NC1=CC=CC=C1C(O)=O,RWZYAGGXGHYGMB-UHFFFAOYSA-N,C7H7NO2,137.136,137.047678473
HMDB0001139,Prostaglandin F2a,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C\CCCC(O)=O,PXGPLTODNUVGFL-UAAPODJFSA-N,C20H34O5,354.481,354.240624198
HMDB0001185,S-Adenosylmethionine,C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,MEFKEPWMEQBLKI-AIRLBKTGSA-O,C15H23N6O5S,399.445,399.145063566
HMDB0001189,2(N)-Methyl-norsalsolinol,CN1CCC2=CC(O)=C(O)C=C2C1,WETXYFNVBDLWIW-UHFFFAOYSA-N,C10H13NO2,179.2157,179.094628665
HMDB0001198,Leukotriene C4,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O,GWNVDXQDILPJIG-NXOLIXFESA-N,C30H47N3O9S,625.774,625.303300807
HMDB0001201,Guanosine diphosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,QGWNDRXFNXRZMB-UUOKFMHZSA-N,C10H15N5O11P2,443.2005,443.024329371
HMDB0001220,Prostaglandin E2,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,XEYBRNLFEZDVAW-ARSRFYASSA-N,C20H32O5,352.4651,352.224974134
HMDB0001247,Aluminum,[Al],XAGFODPZIPBFFR-UHFFFAOYSA-N,Al,26.9815,26.981538441
HMDB0001256,Spermine,NCCCNCCCCNCCCN,PFNFFQXMRSDOHW-UHFFFAOYSA-N,C10H26N4,202.3402,202.215746852
HMDB0001257,Spermidine,NCCCCNCCCN,ATHGHQPFGPMSJY-UHFFFAOYSA-N,C7H19N3,145.2459,145.157897623
HMDB0001259,Succinic acid semialdehyde,OC(=O)CCC=O,UIUJIQZEACWQSV-UHFFFAOYSA-N,C4H6O3,102.0886,102.031694058
HMDB0001273,Guanosine triphosphate,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)N1,XKMLYUALXHKNFT-UUOKFMHZSA-N,C10H16N5O14P3,523.1804,522.990659781
HMDB0001302,Molybdenum,[Mo++],MMVYPOCJESWGTC-UHFFFAOYSA-N,Mo,95.94,97.905407846
HMDB0001310,D-Alanine,C[C@@H](N)C(O)=O,QNAYBMKLOCPYGJ-UWTATZPHSA-N,C3H7NO2,89.0932,89.047678473
HMDB0001311,D-Lactic acid,C[C@@H](O)C(O)=O,JVTAAEKCZFNVCJ-UWTATZPHSA-N,C3H6O3,90.0779,90.031694058
HMDB0001314,Cyclic GMP,NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1,ZOOGRGPOEVQQDX-UUOKFMHZSA-N,C10H12N5O7P,345.2053,345.047434275
HMDB0001315,Phosphorus,[P],OAICVXFJPJFONN-UHFFFAOYSA-N,P,30.9738,30.973761512
HMDB0001325,"N6,N6,N6-Trimethyl-L-lysine",C[N+](C)(C)CCCC[C@H](N)C([O-])=O,MXNRLFUSFKVQSK-QMMMGPOBSA-N,C9H20N2O2,188.2673,188.152477894
HMDB0001327,Rubidium,[Rb+],NCCSSGKUIKYAJD-UHFFFAOYSA-N,Rb,85.4678,84.911789341
HMDB0001333,Manganese,[Mn++],WAEMQWOKJMHJLA-UHFFFAOYSA-N,Mn,54.938,54.938049636
HMDB0001336,"3,4-Dihydroxybenzeneacetic acid",OC(=O)CC1=CC(O)=C(O)C=C1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,C8H8O4,168.1467,168.042258744
HMDB0001341,ADP,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,XTWYTFMLZFPYCI-KQYNXXCUSA-N,C10H15N5O10P2,427.2011,427.029414749
HMDB0001348,SM(d18:1/18:0),[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC,LKQLRGMMMAHREN-YJFXYUILSA-N,C41H83N2O6P,731.097,730.598875399
HMDB0001349,Selenium,[Se++],MFSBVGSNNPNWMD-UHFFFAOYSA-N,Se,78.96,79.916521828
HMDB0001355,Parathion,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,LCCNCVORNKJIRZ-UHFFFAOYSA-N,C10H14NO5PS,291.261,291.033029765
HMDB0001372,Thiamine pyrophosphate,CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N,AYEKOFBPNLCAJY-UHFFFAOYSA-O,C12H19N4O7P2S,425.314,425.044967696
HMDB0001389,Melatonin,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,DRLFMBDRBRZALE-UHFFFAOYSA-N,C13H16N2O2,232.2783,232.121177766
HMDB0001396,5-Methyltetrahydrofolic acid,CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2,ZNOVTXRBGFNYRX-ZGTCLIOFSA-N,C20H25N7O6,459.4558,459.186631567
HMDB0001403,Prostaglandin D2,[H][C@](O)(CCCCC)\C=C\[C@@]1([H])C(=O)C[C@]([H])(O)[C@]1([H])C\C=C/CCCC(O)=O,BHMBVRSPMRCCGG-OUTUXVNYSA-N,C20H32O5,352.4651,352.224974134
HMDB0001414,Putrescine,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,C4H12N2,88.1515,88.100048394
HMDB0001419,24-Hydroxycholesterol,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@H](O)C(C)C,IOWMKBFJCNLRTC-XWXSNNQWSA-N,C27H46O2,402.6529,402.349780716
HMDB0001431,Pyridoxamine,CC1=C(O)C(CN)=C(CO)C=N1,NHZMQXZHNVQTQA-UHFFFAOYSA-N,C8H12N2O2,168.1931,168.089877638
HMDB0001432,Agmatine,NCCCCNC(N)=N,QYPPJABKJHAVHS-UHFFFAOYSA-N,C5H14N4,130.1915,130.121846468
HMDB0001434,3-Methoxytyrosine,COC1=C(O)C=CC(CC(N)C(O)=O)=C1,PFDUUKDQEHURQC-UHFFFAOYSA-N,C10H13NO4,211.2145,211.084457909
HMDB0001449,Allopregnanolone,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O,AURFZBICLPNKBZ-SYBPFIFISA-N,C21H34O2,318.4935,318.255880332
HMDB0001452,Thromboxane A2,CCCCC[C@H](O)\C=C\[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C\C=C/CCCC(O)=O,DSNBHJFQCNUKMA-SCKDECHMSA-N,C20H32O5,352.4651,352.224974134
HMDB0001453,Thiocyanate,[S-]C#N,ZMZDMBWJUHKJPS-UHFFFAOYSA-M,CNS,58.082,57.975144695
HMDB0001475,Zirconium,[Zr+4],GBNDTYKAOXLLID-UHFFFAOYSA-N,Zr,91.224,89.904703679
HMDB0001478,Gallium,[GaH3],PHMDYZQXPPOZDG-UHFFFAOYSA-N,GaH3,72.747,71.949056008
HMDB0001488,Nicotinic acid,OC(=O)C1=CN=CC=C1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C6H5NO2,123.1094,123.032028409
HMDB0001490,Vanylglycol,COC1=CC(=CC=C1O)C(O)CO,FBWPWWWZWKPJFL-UHFFFAOYSA-N,C9H12O4,184.1892,184.073558872
HMDB0001491,Pyridoxal 5'-phosphate,CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O,NGVDGCNFYWLIFO-UHFFFAOYSA-N,C8H10NO6P,247.1419,247.024573569
HMDB0001496,7alpha-Hydroxycholesterol,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,OYXZMSRRJOYLLO-RVOWOUOISA-N,C27H46O2,402.663,402.349780721
HMDB0001509,20-Hydroxy-leukotriene B4,OCCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O,PTJFJXLGRSTECQ-PSPARDEHSA-N,C20H32O5,352.4651,352.224974134
HMDB0001522,Methylguanidine,CNC(N)=N,CHJJGSNFBQVOTG-UHFFFAOYSA-N,C2H7N3,73.0971,73.063997239
HMDB0001539,Asymmetric dimethylarginine,N[C@@H](CCC\N=C(/N)N(C)C)C(O)=O,YDGMGEXADBMOMJ-LURJTMIESA-N,C8H18N4O2,202.2541,202.14297584
HMDB0001545,Pyridoxal,CC1=NC=C(CO)C(C=O)=C1O,RADKZDMFGJYCBB-UHFFFAOYSA-N,C8H9NO3,167.162,167.058243159
HMDB0001565,Phosphorylcholine,C[N+](C)(C)CCOP(O)(O)=O,YHHSONZFOIEMCP-UHFFFAOYSA-O,C5H15NO4P,184.1507,184.073869485
HMDB0001644,D-Xylulose,OC[C@@]1(O)OC[C@@H](O)[C@@H]1O,LQXVFWRQNMEDEE-MROZADKFSA-N,C5H10O5,150.1299,150.05282343
HMDB0001659,Acetone,CC(C)=O,CSCPPACGZOOCGX-UHFFFAOYSA-N,C3H6O,58.0791,58.041864814
HMDB0001830,Progesterone,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,RJKFOVLPORLFTN-LEKSSAKUSA-N,C21H30O2,314.4617,314.224580204
HMDB0001842,Guanidine,NC(N)=N,ZRALSGWEFCBTJO-UHFFFAOYSA-N,CH5N3,59.0705,59.048347175
HMDB0001847,Caffeine,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,RYYVLZVUVIJVGH-UHFFFAOYSA-N,C8H10N4O2,194.1906,194.080375584
HMDB0001851,L-Arabitol,OC[C@H](O)C(O)[C@@H](O)CO,HEBKCHPVOIAQTA-IMJSIDKUSA-N,C5H12O5,152.1458,152.068473494
HMDB0001855,5-Hydroxytryptophol,OCCC1=CNC2=CC=C(O)C=C12,KQROHCSYOGBQGJ-UHFFFAOYSA-N,C10H11NO2,177.1998,177.078978601
HMDB0001859,Acetaminophen,CC(=O)NC1=CC=C(O)C=C1,RZVAJINKPMORJF-UHFFFAOYSA-N,C8H9NO2,151.1626,151.063328537
HMDB0001860,Paraxanthine,CN1C=NC2=C1C(=O)N(C)C(=O)N2,QUNWUDVFRNGTCO-UHFFFAOYSA-N,C7H8N4O2,180.164,180.06472552
HMDB0001873,Isobutyric acid,CC(C)C(O)=O,KQNPFQTWMSNSAP-UHFFFAOYSA-N,C4H8O2,88.1051,88.0524295
HMDB0001875,Methanol,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,CH4O,32.0419,32.02621475
HMDB0001881,Propylene glycol,C[C@@H](O)CO,DNIAPMSPPWPWGF-GSVOUGTGSA-N,C3H8O2,76.0944,76.0524295
HMDB0001889,Theophylline,CN1C2=C(NC=N2)C(=O)N(C)C1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,C7H8N4O2,180.164,180.06472552
HMDB0001893,alpha-Tocopherol,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(O)=C(C)C(C)=C2O1,GVJHHUAWPYXKBD-IEOSBIPESA-N,C29H50O2,430.7061,430.381080844
HMDB0001896,5-Methoxytryptophol,COC1=CC=C2NC=C(CCO)C2=C1,QLWKTGDEPLRFAT-UHFFFAOYSA-N,C11H13NO2,191.2264,191.094628665
HMDB0001897,Substance P,CSCC[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)CNC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(N)=O,ADNPLDHMAVUMIW-SGTHPBLKSA-N,C63H98N18O13S,1347.63,1346.728146002
HMDB0001904,3-Nitrotyrosine,N[C@@H](CC1=CC=C(O)C(=C1)[N+]([O-])=O)C(O)=O,FBTSQILOGYXGMD-LURJTMIESA-N,C9H10N2O5,226.1861,226.05897144
HMDB0001920,Dextromethorphan,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(OC)C=C2,MKXZASYAUGDDCJ-CGTJXYLNSA-N,C18H25NO,271.3972,271.193614427
HMDB0001925,Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,HEFNNWSXXWATRW-UHFFFAOYSA-N,C13H18O2,206.2808,206.13067982
HMDB0001929,Levofloxacin,C[C@H]1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1,GSDSWSVVBLHKDQ-JTQLQIEISA-N,C18H20FN3O4,361.3675,361.143784348
HMDB0001959,gamma-Aminobutyryllysine,NCCCC[C@H](NC(=O)CCCN)C(O)=O,OCBQYJFUZHJRIU-QMMMGPOBSA-N,C10H21N3O3,231.296,231.158291548
