ID	Factor1	Factor2	Factor3	Factor4	Factor5	Factor6	Factor7	Factor8	Factor9	Factor10
H170	2.55695272187818	0.185862659940356	2.76693162236601	1.86100298284058	1.06397777077013	-0.0329859244914301	-0.667781691150633	0.946600144688748	-0.169775504894209	1.61416973447907
H174	-2.22236365436992	1.64031154064901	2.3216501972039	-1.01459817614528	-1.53161021653768	0.0614761446811198	0.0502893445282251	-0.279477945993736	0.276787531756627	1.50325158870281
H175	-2.32195500906069	0.149329409984985	-1.68777373498628	0.0161426037654934	0.265078736093043	0.160289414523191	-0.22452748823782	-0.619670598917713	0.128938547820253	1.3494882835304
H176	1.53235379007966	-1.62670824032543	-1.69472896703427	2.36075272952663	-1.59233475491313	-1.02100648132716	0.0948049094214492	-2.66310834153385	3.40136898456692	1.26876642415397
H177	-1.40942062934321	-1.58849895982364	-1.79538200115555	0.505016031157343	-0.562754636569452	2.00997515304316	0.314570510672597	-1.30815796697374	-3.10903149048141	1.41079095112144
H178	0.150790737924249	0.688265594550801	-1.74135663776845	1.75586619838886	3.05157244406576	0.132419022556694	1.45885415849634	-0.295365771913692	-0.695953625274899	1.65176863705804
H179	1.96639586008669	0.334772227220402	-1.71118206363193	2.11732656813779	0.473769231063098	-0.215778579372322	-1.3043583643952	-1.18101253280367	-2.73710643754128	1.36611934733669
H181	1.85474702882921	-0.195267713958239	2.65642985463101	0.0629043663846824	-1.30909014408182	0.565464979063401	-0.50532630650835	0.160514405952073	3.68221573371689	1.61729166756117
H182	2.01067838235029	0.501312486966209	2.38525253535189	-0.0116729746958141	-2.42930631317959	0.0221678550620924	-0.363023141977132	0.639284519643683	3.86385455497141	1.74330865889844
H183	-2.20747279420512	1.67829624938025	-1.63486442127382	-1.55949000555878	-0.715575712441884	0.922483817301919	-0.0609600643144883	0.447146548229978	0.567306795663824	1.4025165284656
H184	1.84142100473785	0.207027657342715	-1.7498370540696	-1.59794045415588	1.59219195303114	0.711578117967712	-1.19299876200003	2.58259260622949	-0.720648510820257	1.38142729515789
H185	1.95756223990167	0.362616313627505	2.73652207675095	0.812419952456394	-0.693047968870781	-0.245194386369055	0.0446741049851599	-0.103380468410776	2.2794647915555	1.67606533219487
H186	0.959334315732264	-0.332860676790187	2.61714788622837	-0.856868304042197	0.484114787184091	-0.408182212016132	0.411324194476036	-0.377145540037987	1.88542741818879	1.58354812859557
H193	1.88594389847038	-0.717286825951441	-1.68391432931781	-1.59027604625831	-1.76209401122522	-0.735489400550103	-0.897901662768044	-1.30875223489709	-2.04964664260341	1.41000580281371
H196	0.375208796273063	-1.01488272482355	-1.6201238507286	0.105187156652278	3.0007339237778	-1.71878393239067	0.99032496292231	-1.4365570094543	-0.944236848432964	1.60603759599818
H197	1.79600850025827	1.32918615177166	2.64413449174421	0.486733615710684	-0.347584742108858	0.271472851087028	-0.0113961907188755	-2.53378944038714	1.78713919509828	1.9327585421313
H198	1.77796927744	-0.258735274714652	2.51271415539189	-0.79827041528797	0.554108436132707	-0.215128792410559	-0.482061517850156	-0.154047534199653	0.41455831749613	1.82744344388597
H199	2.12152393889044	-0.0852502174817468	-1.73110523913438	2.34964793922183	0.773684376952098	-0.156084321349055	-1.18007843985917	-0.181246988044873	-1.28345980756008	1.26492547882534
H200	-2.4114148756004	1.21064325806827	2.62475744753721	0.637321732379148	-0.218058269826898	-1.23601189400542	-0.362557077096251	-0.517948204088706	2.55062726671402	1.33698916243574
H202	0.515938139262528	1.14255543092723	-1.67826393036138	-0.0514900536145963	3.4317501255936	0.497504932660347	0.759355575684537	-0.694805493782102	2.78684168372392	1.59370810784468
H203	-0.118164888532355	-0.231182617640307	2.43688654929714	-0.375713831324423	2.69042845826436	0.240663456696984	0.40942377985883	-2.58191973519701	1.73471863399439	1.62681834418795
H205	-2.35713978335364	1.44248317513818	2.63573505616301	-0.453650026595622	-0.333344543174237	-0.957284465776239	-0.288406530112151	0.501368720203176	-0.586897792138731	1.56539860140894
H206	0.367208173104147	-1.63635912143842	-1.58873452260088	1.52472885132719	1.34695064448456	-1.28174058849624	-0.104980320625231	-1.54313316359066	0.766941130921063	1.69918559399966
H207	1.41790242817198	-0.503873680755578	-1.73416559644241	0.718546609084095	-1.10117269967234	-1.25400071130885	-0.438188224276354	0.0952923165679649	0.343886231915833	1.47920091916826
H208	1.60078850478125	0.126395852873908	-1.7657922119856	-0.456265764896931	-0.449681267328578	0.586793886114931	-0.31744732049416	-2.87855420305318	-4.75441630828766	1.55096513110652
